0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5700000000,6000000000,2902878580,2320,336037219,0.01134,0.0195,0.02505,0.008316,0.02115,0.01965,0.01392,3.624e-05,0.05023,0.08582,2.11,0.004457,0,1
5700000000,6000000000,2902878580,2321,16914033,0.01195,0.02017,0.02704,0.008331,0.02121,0.02029,0.008453,3.719e-05,0.08325,0.04919,2.688,0.006295,0,1
5700000000,6000000000,2902878580,2322,5242994244,0.0108,0.01883,0.02509,0.005997,0.01889,0.01895,0.004906,3.719e-05,0.07739,0.02734,2.685,0.006216,0,1
5700000000,6000000000,2902878580,2323,359917080,0.01617,0.02264,0.02695,0.008942,0.02182,0.02295,0.01828,3.719e-05,0.08752,0.07568,2.425,0.004995,0,1
5700000000,6000000000,2902878580,2324,711683,0.01501,0.0209,0.02686,0.008194,0.02103,0.02118,0.03156,3.624e-05,0.08557,0.1029,2.181,0.00421,0,1
5700000000,6000000000,2902878580,2325,1092846,0.01018,0.02026,0.02707,0.009323,0.02222,0.02042,0.01263,3.719e-05,0.09729,0.06335,2.165,0.003933,0,1
5700000000,6000000000,2902878580,2326,1345551912,0.0106,0.01712,0.02509,0.006561,0.01944,0.0173,0.007339,3.719e-05,0.06909,0.05634,2.737,0.005791,0,1
5700000000,6000000000,2902878580,2327,336061466,0.008881,0.02081,0.02686,0.009567,0.02246,0.02103,0.006004,3.624e-05,0.06372,0.04224,2.339,0.005666,0,1
5700000000,6000000000,2902878580,2328,8055078,0.01418,0.02155,0.02704,0.009598,0.02246,0.02164,0.008026,3.719e-05,0.101,0.0368,3.025,0.007145,0,1
5700000000,6000000000,2902878580,2329,595677,0.02011,0.01996,0.02612,0.00885,0.02173,0.02063,0.04626,3.624e-05,0.0929,0.1541,2.934,0.007217,0,1
5700000000,6000000000,2902878580,2330,854309544,0.01021,0.01895,0.02509,0.00882,0.0217,0.0192,0.007111,3.719e-05,0.09705,0.0423,2.78,0.006448,0,1
5700000000,6000000000,2902878580,2331,1301635,0.01051,0.02002,0.02692,0.00798,0.02084,0.0202,0.004883,3.624e-05,0.0929,0.0318,2.609,0.006239,0,1
5700000000,6000000000,2902878580,2332,97966846,0.01157,0.01889,0.02493,0.007103,0.01999,0.01904,0.009491,3.719e-05,0.08374,0.05701,2.583,0.005819,0,1
5700000000,6000000000,2902878580,2333,336033795,0.009644,0.02045,0.02695,0.01033,0.02316,0.02051,0.00885,3.624e-05,0.07117,0.05145,2.034,0.004134,0,1
5700000000,6000000000,2902878580,2334,400612000,0.01361,0.0202,0.02698,0.009064,0.02194,0.02048,0.009308,3.719e-05,0.1008,0.06787,2.523,0.005941,0,1
5700000000,6000000000,2902878580,2335,6608625,0.01024,0.01846,0.02505,0.006859,0.01974,0.01859,0.005913,3.624e-05,0.06653,0.0343,2.442,0.005426,0,1
5700000000,6000000000,2902878580,2336,638221,0.01039,0.02164,0.02606,0.009659,0.02255,0.02179,0.004974,3.624e-05,0.08997,0.03815,2.437,0.005243,0,1
5700000000,6000000000,2902878580,2337,6570677,0.01534,0.02118,0.02689,0.009567,0.02243,0.02139,0.05536,3.719e-05,0.0697,0.1404,2.421,0.004902,0,1
5700000000,6000000000,2902878580,2338,3829001,0.01022,0.02457,0.02692,0.009521,0.02243,0.02478,0.01338,3.719e-05,0.08374,0.09888,2.348,0.005505,0,1
5700000000,6000000000,2902878580,2339,2274810749,0.01035,0.01868,0.02502,0.008194,0.02109,0.01892,0.007339,3.719e-05,0.0658,0.05072,2.375,0.005369,0,1
5700000000,6000000000,2902878580,2340,717319,0.01263,0.01807,0.02487,0.006577,0.01944,0.01834,0.008194,3.624e-05,0.09229,0.06384,2.245,0.004564,0,1
5700000000,6000000000,2902878580,2341,4476641148,0.01073,0.021,0.026,0.009125,0.02197,0.02127,0.005058,3.719e-05,0.08411,0.05017,3.162,0.007502,0,1
5700000000,6000000000,2902878580,2342,4478532734,0.01041,0.01688,0.02316,0.005302,0.01819,0.017,0.005096,3.624e-05,0.0824,0.0293,2.9,0.006965,0,1
5700000000,6000000000,2902878580,2343,156617794,0.01068,0.02048,0.02704,0.00943,0.02228,0.0206,0.006966,3.719e-05,0.06763,0.03424,2.378,0.005128,0,1
5700000000,6000000000,2902878580,2344,6567674,0.009735,0.01694,0.02405,0.007347,0.02023,0.01712,0.005814,3.624e-05,0.08398,0.03265,2.499,0.005839,0,1
5700000000,6000000000,2902878580,2345,2595352292,0.008774,0.02097,0.02707,0.007965,0.02081,0.02118,0.006165,3.624e-05,0.0918,0.02957,2.753,0.006426,0,1
5700000000,6000000000,2902878580,2346,329248550,0.01143,0.0202,0.02698,0.007065,0.0199,0.02039,0.006706,3.624e-05,0.07776,0.03748,2.423,0.0053,0,1
5700000000,6000000000,2902878580,2347,294908002,0.0103,0.02109,0.02686,0.008072,0.02097,0.02124,0.01088,3.719e-05,0.06543,0.05963,2.406,0.005847,0,1
5700000000,6000000000,2902878580,2348,711981,0.01018,0.01971,0.02579,0.008514,0.02136,0.02069,0.009567,3.719e-05,0.06824,0.05579,2.442,0.00457,0,1
5700000000,6000000000,2902878580,2349,908265,0.01071,0.02249,0.02701,0.01166,0.02451,0.02277,0.006744,3.719e-05,0.08435,0.0578,2.279,0.004773,0,1
5700000000,6000000000,2902878580,2350,905331,0.01483,0.01901,0.02493,0.005302,0.01813,0.01917,0.04224,3.815e-05,0.09863,0.1248,2.753,0.006257,0,1
5700000000,6000000000,2902878580,2351,336047708,0.008469,0.02469,0.02698,0.0121,0.02499,0.02478,0.004623,3.624e-05,0.08398,0.04156,2.025,0.004017,0,1
5700000000,6000000000,2902878580,2352,682791,0.01544,0.02115,0.02689,0.009903,0.0228,0.02148,0.06042,3.719e-05,0.07239,0.158,2.987,0.007518,0,1
5700000000,6000000000,2902878580,2353,697012737,0.01213,0.0209,0.02698,0.00824,0.02106,0.02109,0.01913,3.624e-05,0.07336,0.1101,2.141,0.004323,0,1
5700000000,6000000000,2902878580,2354,1327042,0.00943,0.01904,0.02548,0.007675,0.02051,0.0192,0.00547,3.624e-05,0.0625,0.04126,2.399,0.0051,0,1
5700000000,6000000000,2902878580,2355,3337967698,0.01204,0.01962,0.0274,0.008926,0.02179,0.02002,0.009521,3.719e-05,0.05688,0.06604,2.176,0.007987,0,1
5700000000,6000000000,2902878580,2356,294949838,0.01202,0.02255,0.02701,0.009308,0.02222,0.02271,0.007271,3.719e-05,0.09644,0.04779,2.874,0.004831,0,1
5700000000,6000000000,2902878580,2357,8055708,0.01602,0.01849,0.02539,0.004631,0.01752,0.01859,0.05188,3.624e-05,0.1017,0.1453,3.162,0.007538,0,1
5700000000,6000000000,2902878580,2358,7222250,0.00853,0.02045,0.02704,0.009567,0.02246,0.02057,0.005928,3.624e-05,0.06207,0.03381,2.215,0.004476,0,1
5700000000,6000000000,2902878580,2359,336074106,0.01059,0.01956,0.02499,0.007889,0.02078,0.01971,0.007477,3.719e-05,0.08691,0.07544,2.636,0.006031,0,1
5700000000,6000000000,2902878580,2360,1338631,0.0166,0.02121,0.02667,0.009567,0.0224,0.02139,0.02563,3.719e-05,0.07471,0.1155,3.994,0.01108,0,1
5700000000,6000000000,2902878580,2361,854831238,0.01137,0.01892,0.02512,0.007874,0.02075,0.01917,0.008224,3.719e-05,0.06873,0.04285,2.56,0.005354,0,1
5700000000,6000000000,2902878580,2362,1335495,0.01323,0.02176,0.02701,0.01131,0.02414,0.02194,0.009933,3.624e-05,0.08911,0.0567,2.403,0.004896,0,1
5700000000,6000000000,2902878580,2363,4142541040,0.01183,0.02048,0.02692,0.009644,0.02252,0.02063,0.04449,3.624e-05,0.07507,0.1287,2.621,0.006372,0,1
5700000000,6000000000,2902878580,2364,449803416,0.0118,0.01978,0.02615,0.008362,0.02124,0.02005,0.005516,3.719e-05,0.07593,0.03992,2.831,0.006809,0,1
5700000000,6000000000,2902878580,2365,6641444,0.01265,0.01871,0.02499,0.00679,0.01962,0.01883,0.04706,3.624e-05,0.1121,0.1292,3.091,0.007656,0,1
5700000000,6000000000,2902878580,2366,1274931,0.01059,0.02097,0.02704,0.009369,0.02225,0.02112,0.005043,3.719e-05,0.07471,0.03693,2.289,0.005221,0,1
5700000000,6000000000,2902878580,2367,4489078479,0.01152,0.02014,0.02701,0.007599,0.02048,0.02048,0.008102,3.719e-05,0.06158,0.03876,2.403,0.005262,0,1
5700000000,6000000000,2902878580,2368,6640666,0.008072,0.02054,0.02704,0.008621,0.02148,0.02075,0.00425,3.719e-05,0.03534,0.0293,2.397,0.006178,0,1
5700000000,6000000000,2902878580,2369,1093964,0.01146,0.01825,0.02502,0.0047,0.01755,0.01874,0.006729,3.719e-05,0.06787,0.04169,2.381,0.005162,0,1
5700000000,6000000000,2902878580,2370,1273903,0.009384,0.01892,0.02502,0.006111,0.01895,0.01953,0.00692,3.624e-05,0.08191,0.04413,2.391,0.004491,0,1
5700000000,6000000000,2902878580,2371,672519,0.0141,0.02023,0.02704,0.00885,0.0217,0.02063,0.01125,3.624e-05,0.08667,0.08276,2.352,0.004558,0,1
5700000000,6000000000,2902878580,2372,336068348,0.01013,0.02213,0.02698,0.01027,0.02313,0.02228,0.007805,3.624e-05,0.07617,0.04108,2.169,0.005139,0,1
5700000000,6000000000,2902878580,2373,711414,0.01044,0.02142,0.02695,0.01003,0.02292,0.02161,0.004906,3.624e-05,0.0813,0.03015,2.672,0.006334,0,1
5700000000,6000000000,2902878580,2374,4478584312,0.009491,0.02124,0.02682,0.00972,0.02255,0.02161,0.005592,3.719e-05,0.0863,0.03265,2.645,0.005817,0,1
5700000000,6000000000,2902878580,2375,907213,0.01506,0.02109,0.02621,0.009979,0.0228,0.02225,0.01244,3.719e-05,0.08179,0.07812,2.133,0.004059,0,1
5700000000,6000000000,2902878580,2376,3462348160,0.008484,0.01849,0.02512,0.007828,0.02072,0.01865,0.005219,3.719e-05,0.08032,0.03186,2.088,0.003736,0,1
5700000000,6000000000,2902878580,2377,462275104,0.008911,0.02164,0.02655,0.009064,0.02191,0.02271,0.004723,3.624e-05,0.06775,0.04071,2.614,0.00595,0,1
5700000000,6000000000,2902878580,2378,226823026,0.009171,0.02155,0.02701,0.01132,0.0242,0.02167,0.006042,3.719e-05,0.06616,0.05463,2.34,0.005046,0,1
5700000000,6000000000,2902878580,2379,431038819,0.009857,0.01813,0.02429,0.004318,0.01721,0.01907,0.006668,2.289e-05,0.08386,0.04016,2.127,0.004081,0,1
5700000000,6000000000,2902878580,2380,765897,0.01143,0.02164,0.02737,0.007729,0.02057,0.02197,0.005547,3.719e-05,0.09753,0.0285,2.723,0.006172,0,1
5700000000,6000000000,2902878580,2381,711468,0.009064,0.01917,0.02512,0.008545,0.02142,0.01929,0.005646,3.815e-05,0.06604,0.03387,2.271,0.004505,0,1
5700000000,6000000000,2902878580,2382,567920,0.01186,0.01987,0.02628,0.007317,0.02017,0.02066,0.005913,3.815e-05,0.07715,0.02844,2.656,0.005885,0,1
5700000000,6000000000,2902878580,2383,3602529582,0.00779,0.01794,0.02356,0.005684,0.01855,0.01825,0.00528,3.624e-05,0.06909,0.03143,2.074,0.003732,0,1
5700000000,6000000000,2902878580,2384,2197654082,0.01633,0.01779,0.02316,0.004501,0.01736,0.01801,0.01259,3.624e-05,0.08008,0.1169,2.361,0.004687,0,1
5700000000,6000000000,2902878580,2385,1272665,0.01118,0.01953,0.02512,0.007286,0.02014,0.01971,0.005096,3.624e-05,0.06836,0.02713,2.957,0.007228,0,1
5700000000,6000000000,2902878580,2386,294793946,0.01436,0.01813,0.02417,0.004326,0.01715,0.01883,0.01414,3.624e-05,0.07568,0.06909,2.512,0.005181,0,1
5700000000,6000000000,2902878580,2387,711237,0.01599,0.0195,0.02499,0.007477,0.02036,0.01978,0.04108,3.719e-05,0.07861,0.1333,2.985,0.007441,0,1
5700000000,6000000000,2902878580,2388,1437072605,0.009766,0.01749,0.02313,0.003265,0.01614,0.01773,0.005089,3.624e-05,0.06897,0.02979,2.363,0.004924,0,1
5700000000,6000000000,2902878580,2389,369729582,0.009201,0.01865,0.02509,0.007347,0.02017,0.01877,0.005814,3.719e-05,0.08191,0.04285,2.14,0.004054,0,1
5700000000,6000000000,2902878580,2390,711415,0.01804,0.01926,0.02496,0.008041,0.02087,0.0195,0.04382,3.624e-05,0.08789,0.1255,2.903,0.006917,0,1
5700000000,6000000000,2902878580,2391,906028,0.009109,0.01987,0.02628,0.008621,0.02145,0.02032,0.008148,3.719e-05,0.06396,0.04248,1.972,0.003771,0,1
5700000000,6000000000,2902878580,2392,766862021,0.009903,0.01871,0.02512,0.006004,0.01886,0.01895,0.005028,3.719e-05,0.09656,0.03235,2.657,0.005883,0,1
5700000000,6000000000,2902878580,2393,789157485,0.02057,0.02054,0.02701,0.008575,0.02142,0.02097,0.05487,3.624e-05,0.09253,0.1108,2.304,0.004458,0,1
5700000000,6000000000,2902878580,2394,1272846,0.0106,0.0202,0.02704,0.009598,0.02249,0.02039,0.00499,3.719e-05,0.07727,0.04926,3.546,0.009176,0,1
5700000000,6000000000,2902878580,2395,682242,0.01054,0.01904,0.02512,0.007515,0.02036,0.01929,0.007652,3.719e-05,0.07104,0.04279,2.394,0.004862,0,1
5700000000,6000000000,2902878580,2396,1338880,0.01006,0.01865,0.02512,0.007874,0.02069,0.01968,0.005684,3.624e-05,0.08704,0.0376,2.768,0.005516,0,1
5700000000,6000000000,2902878580,2397,478267594,0.01193,0.02087,0.02692,0.008255,0.02109,0.02103,0.03845,3.624e-05,0.07861,0.1249,2.704,0.006395,0,1
5700000000,6000000000,2902878580,2398,599794,0.01079,0.01907,0.02509,0.006561,0.01941,0.01923,0.006691,3.719e-05,0.08667,0.04346,2.54,0.005785,0,1
5700000000,6000000000,2902878580,2399,255718233,0.01384,0.02048,0.02692,0.00779,0.02069,0.02078,0.01099,3.624e-05,0.07715,0.06543,2.557,0.005451,0,1
5700000000,6000000000,2902878580,2400,1095052,0.01042,0.01981,0.02527,0.007431,0.02026,0.02017,0.006836,3.624e-05,0.06982,0.04578,2.246,0.004176,0,1
5700000000,6000000000,2902878580,2401,2197623901,0.01186,0.0202,0.02704,0.008484,0.02136,0.02039,0.01065,3.719e-05,0.08752,0.0542,2.369,0.004836,0,1
5700000000,6000000000,2902878580,2402,2601040900,0.009796,0.01956,0.02704,0.009506,0.0224,0.01978,0.008133,3.624e-05,0.08118,0.06213,2.736,0.006331,0,1
5700000000,6000000000,2902878580,2403,1436350719,0.01068,0.02353,0.02701,0.009445,0.02228,0.02365,0.006104,3.719e-05,0.07861,0.03601,2.595,0.005739,0,1
5700000000,6000000000,2902878580,2404,3852953815,0.01093,0.0192,0.02505,0.00827,0.02115,0.01935,0.005173,3.624e-05,0.06946,0.04303,2.785,0.006085,0,1
5700000000,6000000000,2902878580,2405,7819708,0.0152,0.02017,0.02664,0.005905,0.0188,0.02069,0.006233,3.624e-05,0.09277,0.02734,2.803,0.006202,0,1
5700000000,6000000000,2902878580,2406,6641554,0.01485,0.01923,0.02509,0.008713,0.02158,0.01978,0.01004,3.624e-05,0.1191,0.06183,2.375,0.005093,0,1
5700000000,6000000000,2902878580,2407,1437064881,0.01373,0.02148,0.02567,0.00692,0.01974,0.02188,0.01306,3.624e-05,0.07349,0.1067,2.279,0.004627,0,1
5700000000,6000000000,2902878580,2408,6897117,0.009628,0.02026,0.02707,0.008698,0.02155,0.02054,0.006966,3.719e-05,0.0741,0.04456,2.769,0.006625,0,1
5700000000,6000000000,2902878580,2409,431788183,0.01541,0.02133,0.02689,0.008865,0.02176,0.02158,0.04834,3.719e-05,0.08716,0.1284,2.901,0.006758,0,1
5700000000,6000000000,2902878580,2410,336036419,0.01398,0.02032,0.02698,0.008392,0.02127,0.02048,0.01114,3.624e-05,0.08118,0.07446,2.228,0.004634,0,1
5700000000,6000000000,2902878580,2411,1436478500,0.008331,0.02118,0.02701,0.009766,0.02264,0.02124,0.004631,3.719e-05,0.09033,0.0415,2.483,0.005288,0,1
5700000000,6000000000,2902878580,2412,1267918,0.01457,0.02237,0.02686,0.009827,0.02267,0.02258,0.01065,3.624e-05,0.0813,0.06616,2.385,0.005278,0,1
5700000000,6000000000,2902878580,2413,1093210,0.008102,0.01544,0.02118,0.005234,0.01813,0.01555,0.004158,1.812e-05,0.09277,0.0267,2.076,0.00405,0,1
5700000000,6000000000,2902878580,2414,280018482,0.007416,0.01892,0.02505,0.007935,0.02081,0.01904,0.003826,3.624e-05,0.06653,0.02036,1.993,0.003563,0,1
5700000000,6000000000,2902878580,2415,1270362,0.01109,0.02194,0.02701,0.009918,0.02283,0.02216,0.007858,3.719e-05,0.08679,0.03876,2.474,0.005011,0,1
5700000000,6000000000,2902878580,2416,682385,0.009872,0.01892,0.02509,0.008789,0.02164,0.0191,0.006638,3.719e-05,0.07178,0.05298,2.508,0.005702,0,1
5700000000,6000000000,2902878580,2417,288929127,0.01151,0.02676,0.02695,0.0118,0.02469,0.02692,0.01277,3.624e-05,0.07739,0.09058,2.253,0.004155,0,1
5700000000,6000000000,2902878580,2418,905626,0.01073,0.01822,0.02509,0.005615,0.01846,0.0184,0.00499,3.719e-05,0.0708,0.03369,2.632,0.006545,0,1
5700000000,6000000000,2902878580,2419,1338881,0.0107,0.02264,0.02701,0.01007,0.02295,0.0228,0.005295,3.719e-05,0.08728,0.03241,2.617,0.00634,0,1
5700000000,6000000000,2902878580,2420,904979,0.009995,0.01837,0.02512,0.006302,0.01913,0.01855,0.005028,3.624e-05,0.07495,0.03079,2.354,0.005238,0,1
5700000000,6000000000,2902878580,2421,4478536580,0.01065,0.01886,0.02509,0.007919,0.02081,0.01904,0.004822,3.719e-05,0.08545,0.03284,3.172,0.008502,0,1
5700000000,6000000000,2902878580,2422,336037216,0.02136,0.01889,0.02502,0.008926,0.02182,0.0191,0.03674,3.719e-05,0.08691,0.1375,2.339,0.004162,0,1
5700000000,6000000000,2902878580,2423,708542796,0.009552,0.02078,0.02704,0.007385,0.02026,0.02097,0.006554,3.719e-05,0.08777,0.03607,2.409,0.005259,0,1
5700000000,6000000000,2902878580,2424,336061637,0.009201,0.02182,0.0274,0.00824,0.02112,0.02209,0.00827,3.624e-05,0.08533,0.06372,2.19,0.004944,0,1
5700000000,6000000000,2902878580,2425,1306111,0.01053,0.02188,0.02655,0.007332,0.02017,0.022,0.006493,3.624e-05,0.09058,0.03857,2.518,0.005102,0,1
5700000000,6000000000,2902878580,2426,207794549,0.0145,0.02106,0.02689,0.009949,0.02283,0.02124,0.02386,3.719e-05,0.1202,0.09619,3.329,0.00819,0,1
5700000000,6000000000,2902878580,2427,4477517044,0.01036,0.01889,0.02512,0.007454,0.02029,0.01901,0.005913,3.719e-05,0.0697,0.03036,2.283,0.004617,0,1
5700000000,6000000000,2902878580,2428,294847216,0.007561,0.01642,0.02505,0.004456,0.01733,0.01657,0.00592,3.624e-05,0.06775,0.05396,2.1,0.004319,0,1
5700000000,6000000000,2902878580,2429,903478,0.01096,0.01965,0.02502,0.009232,0.02213,0.01987,0.009079,3.624e-05,0.07422,0.05426,2.493,0.005169,0,1
5700000000,6000000000,2902878580,2430,2055342510,0.009155,0.02228,0.02682,0.01152,0.02441,0.02234,0.005463,3.624e-05,0.08044,0.03467,2.49,0.005915,0,1
5700000000,6000000000,2902878580,2431,662377,0.01053,0.01913,0.02499,0.006531,0.01938,0.01938,0.0318,3.719e-05,0.09363,0.1173,3.082,0.006815,0,1
5700000000,6000000000,2902878580,2432,610492276,0.01149,0.01965,0.02579,0.008545,0.02139,0.02026,0.008926,3.719e-05,0.08789,0.05652,2.458,0.005267,0,1
5700000000,6000000000,2902878580,2433,2107031993,0.0155,0.02127,0.02695,0.008011,0.02084,0.0217,0.07007,3.719e-05,0.07458,0.126,2.529,0.005299,0,1
5700000000,6000000000,2902878580,2434,956332103,0.01508,0.01923,0.02509,0.006744,0.01962,0.0195,0.02081,3.719e-05,0.07996,0.1034,2.339,0.004487,0,1
5700000000,6000000000,2902878580,2435,766861936,0.0136,0.01895,0.0249,0.007233,0.02005,0.01917,0.007721,3.719e-05,0.07227,0.03632,3.185,0.007645,0,1
5700000000,6000000000,2902878580,2436,682401,0.01335,0.02133,0.02701,0.009857,0.02274,0.02142,0.009613,3.624e-05,0.07007,0.08057,2.78,0.006535,0,1
5700000000,6000000000,2902878580,2437,1436333767,0.01122,0.02112,0.02695,0.01083,0.02368,0.02148,0.01335,3.719e-05,0.1237,0.08887,2.055,0.003477,0,1
5700000000,6000000000,2902878580,2439,711459,0.01408,0.02005,0.02609,0.008163,0.02106,0.02087,0.0101,3.624e-05,0.09021,0.08325,2.665,0.0061,0,1
5700000000,6000000000,2902878580,2440,6565373,0.008087,0.01807,0.02512,0.007561,0.02045,0.0188,0.005974,3.624e-05,0.08398,0.03064,2.224,0.004279,0,1
5700000000,6000000000,2902878580,2441,208019205,0.009796,0.02051,0.02563,0.007423,0.02029,0.02072,0.00621,3.815e-05,0.078,0.03552,2.611,0.005893,0,1
5700000000,6000000000,2902878580,2442,662370,0.01102,0.01791,0.02344,0.005936,0.01877,0.01819,0.006454,3.719e-05,0.08533,0.03821,2.457,0.004645,0,1
5700000000,6000000000,2902878580,2443,1093970,0.007729,0.0162,0.02313,0.002556,0.01544,0.01636,0.004517,3.624e-05,0.07031,0.03326,2.052,0.004336,0,1
5700000000,6000000000,2902878580,2444,1436299276,0.009308,0.0199,0.02676,0.00882,0.02167,0.02032,0.006783,3.624e-05,0.08582,0.052,2.21,0.003995,0,1
5700000000,6000000000,2902878580,2445,336058886,0.01259,0.01947,0.02502,0.006104,0.01895,0.01956,0.01007,3.719e-05,0.07678,0.1002,2.109,0.00403,0,1
5700000000,6000000000,2902878580,2446,1302354,0.009048,0.02029,0.0256,0.006279,0.0191,0.02051,0.006889,3.815e-05,0.06653,0.05688,2.424,0.005456,0,1
5700000000,6000000000,2902878580,2447,988787,0.009186,0.02051,0.02707,0.00946,0.02231,0.02103,0.007225,3.624e-05,0.07239,0.03448,2.26,0.004727,0,1
5700000000,6000000000,2902878580,2448,400427102,0.01012,0.02252,0.02692,0.01048,0.02338,0.02277,0.01173,3.719e-05,0.0719,0.0719,2.22,0.004512,0,1
5700000000,6000000000,2902878580,2449,6648757,0.0114,0.01913,0.02502,0.007729,0.02063,0.01944,0.005737,3.719e-05,0.08044,0.04346,2.848,0.007364,0,1
5700000000,6000000000,2902878580,2450,717260,0.01097,0.01773,0.02316,0.00621,0.01907,0.01801,0.008026,3.719e-05,0.07263,0.0528,2.409,0.00483,0,1
5700000000,6000000000,2902878580,2451,3692883551,0.0118,0.01825,0.02487,0.004349,0.01718,0.01837,0.006485,3.624e-05,0.07605,0.02756,2.493,0.00601,0,1
5700000000,6000000000,2902878580,2452,6639224,0.01076,0.02008,0.02704,0.009827,0.02271,0.02017,0.006485,3.624e-05,0.08557,0.05798,2.6,0.00533,0,1
5700000000,6000000000,2902878580,2453,336047520,0.007904,0.01614,0.02301,0.004639,0.01752,0.01633,0.004768,3.624e-05,0.06628,0.04724,2.501,0.005276,0,1
5700000000,6000000000,2902878580,2454,3821194097,0.0116,0.01822,0.02512,0.006432,0.01932,0.01834,0.006012,3.815e-05,0.06677,0.04987,2.26,0.004679,0,1
